"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10955","Поиск репозитория, открытие его страницы и проверка названия","","Tue Mar 25 17:31:19 GMT 2025","passed","Tue Mar 25 17:31:30 GMT 2025","","shouldFindSelenideRepositoryAtTheTop","shouldFindSelenideRepositoryAtTheTop","shouldFindSelenideRepositoryAtTheTop"
